Feedback Text,Cleaned Text,Seat Component,Cue Word,Component Frequency in Text,Sentence Sentiment Label,Sentence Sentiment Score,Sentence Text,Entity Start Char (Cleaned),Entity End Char (Cleaned)
This is like an airline first class on the ground.The Suite’s Leather Seat is Super Comfy and Can Fully Recline.I LOVED THE LITTLE DETAILS LIKE THE READING LIGHT AND CUP Holder at The Seat.,this is like an airline first class on the ground.the suites leather seat is super comfy and can fully recline.i loved the little details like the reading light and cup holder at the seat.,RECLINER,recline.i,1,positive,0.9988695979118347,this is like an airline first class on the ground.the suites leather seat is super comfy and can fully recline.i loved the little details like the reading light and cup holder at the seat.,103,112
The best part of this suite is definitely the seat comfort.I Didn't Expect to Have a Personal Massage Chair on a Train.It made the long ride so much more enjoyable.,the best part of this suite is definitely the seat comfort.i didn't expect to have a personal massage chair on a train.it made the long ride so much more enjoyable.,SEAT_MESSAGE,massage,1,positive,0.9989194869995117,the best part of this suite is definitely the seat comfort.i didn't expect to have a personal massage chair on a train.it made the long ride so much more enjoyable.,94,101
This suite seat is next-level luxury.It's like having a mini hotel room.The Chair Was Was Soft Leather and Reclined Fully Flat - I Slept So Well!,this suite seat is next-level luxury.it's like having a mini hotel room.the chair was was soft leather and reclined fully flat - i slept so well!,MATERIAL,leather,1,positive,0.9988711476325989,this suite seat is next-level luxury.it's like having a mini hotel room.the chair was was soft leather and reclined fully flat - i slept so well!,95,102
This suite seat is next-level luxury.It's like having a mini hotel room.The Chair Was Was Soft Leather and Reclined Fully Flat - I Slept So Well!,this suite seat is next-level luxury.it's like having a mini hotel room.the chair was was soft leather and reclined fully flat - i slept so well!,RECLINER,reclined,1,positive,0.9988711476325989,this suite seat is next-level luxury.it's like having a mini hotel room.the chair was was soft leather and reclined fully flat - i slept so well!,107,115
Worth every penny!The seat had a massage feature and even a heating setting.I Felt So Pampered The Whole Ride in My Cozy Compartment.,worth every penny!the seat had a massage feature and even a heating setting.i felt so pampered the whole ride in my cozy compartment.,SEAT_MESSAGE,massage feature,1,positive,0.9989050626754761,worth every penny!the seat had a massage feature and even a heating setting.i felt so pampered the whole ride in my cozy compartment.,33,48
I give this a 10/10.The reclining seat was like a bed and the compartment was quiet.I Didn't want to leave the train because I was so comfortable.,i give this a 10/10.the reclining seat was like a bed and the compartment was quiet.i didn't want to leave the train because i was so comfortable.,RECLINER,reclining,1,positive,0.9986361861228943,i give this a 10/10.the reclining seat was like a bed and the compartment was quiet.i didn't want to leave the train because i was so comfortable.,24,33
Living the sultan life on a train!The Suite Compartment is Pure Luxury.The Seat's Cushion is so soft and there's even a footrest and blanket provided.,living the sultan life on a train!the suite compartment is pure luxury.the seat's cushion is so soft and there's even a footrest and blanket provided.,CUSHION,cushion,1,positive,0.9988196492195129,living the sultan life on a train!the suite compartment is pure luxury.the seat's cushion is so soft and there's even a footrest and blanket provided.,82,89
Living the sultan life on a train!The Suite Compartment is Pure Luxury.The Seat's Cushion is so soft and there's even a footrest and blanket provided.,living the sultan life on a train!the suite compartment is pure luxury.the seat's cushion is so soft and there's even a footrest and blanket provided.,FOOTREST,footrest,1,positive,0.9988196492195129,living the sultan life on a train!the suite compartment is pure luxury.the seat's cushion is so soft and there's even a footrest and blanket provided.,120,128
I've tried many training and this is by far the best seat.It's wide and can recline so much that you can actually sleep well.Totally worth the experience!,i've tried many training and this is by far the best seat.it's wide and can recline so much that you can actually sleep well.totally worth the experience!,RECLINER,recline,1,positive,0.9989317059516907,i've tried many training and this is by far the best seat.it's wide and can recline so much that you can actually sleep well.totally worth the experience!,76,83
Such a cool experience!The seat is like a personal recliner and you have your own mini cabin.I appreciate the little table and cup holder by the seat too.,such a cool experience!the seat is like a personal recliner and you have your own mini cabin.i appreciate the little table and cup holder by the seat too.,RECLINER,recliner,1,positive,0.9988951086997986,such a cool experience!the seat is like a personal recliner and you have your own mini cabin.i appreciate the little table and cup holder by the seat too.,51,59
"It's as comfortable as everyone says.The Leather Seat, The Massage Function, The Adjustable Lamp - Everything Made The Journey Relaxing and Fun.","it's as comfortable as everyone says.the leather seat, the massage function, the adjustable lamp - everything made the journey relaxing and fun.",MATERIAL,leather,1,positive,0.9989075660705566,"it's as comfortable as everyone says.the leather seat, the massage function, the adjustable lamp - everything made the journey relaxing and fun.",41,48
"It's as comfortable as everyone says.The Leather Seat, The Massage Function, The Adjustable Lamp - Everything Made The Journey Relaxing and Fun.","it's as comfortable as everyone says.the leather seat, the massage function, the adjustable lamp - everything made the journey relaxing and fun.",SEAT_MESSAGE,massage,1,positive,0.9989075660705566,"it's as comfortable as everyone says.the leather seat, the massage function, the adjustable lamp - everything made the journey relaxing and fun.",59,66
"It's as comfortable as everyone says.The Leather Seat, The Massage Function, The Adjustable Lamp - Everything Made The Journey Relaxing and Fun.","it's as comfortable as everyone says.the leather seat, the massage function, the adjustable lamp - everything made the journey relaxing and fun.",LUMBAR_SUPPORT,adjustable lamp,1,positive,0.9989075660705566,"it's as comfortable as everyone says.the leather seat, the massage function, the adjustable lamp - everything made the journey relaxing and fun.",81,96
Felt Like I was in a business class flight cabin.The seat even has a personal entertainment tablet.My favorite part was the massage setting on the seat.,felt like i was in a business class flight cabin.the seat even has a personal entertainment tablet.my favorite part was the massage setting on the seat.,SEAT_MESSAGE,massage,1,positive,0.9986295700073242,felt like i was in a business class flight cabin.the seat even has a personal entertainment tablet.my favorite part was the massage setting on the seat.,124,131
"So much comfort in one seat!I enjoy every moment in the suite.The Only Minor Issue: The Tray Table Is Small, But I Managed Fine With It.","so much comfort in one seat!i enjoy every moment in the suite.the only minor issue: the tray table is small, but i managed fine with it.",TRAYTABLE,tray table,1,positive,0.9989282488822937,"so much comfort in one seat!i enjoy every moment in the suite.the only minor issue: the tray table is small, but i managed fine with it.",88,98
Gliding in Luxury!The Suite’s Reclining Seat was everything Hoped for.I even used the Seat Warmer when the AC Got a bit Chilly - Worked Like a Charm.,gliding in luxury!the suites reclining seat was everything hoped for.i even used the seat warmer when the ac got a bit chilly - worked like a charm.,RECLINER,reclining,1,positive,0.9988973140716553,gliding in luxury!the suites reclining seat was everything hoped for.i even used the seat warmer when the ac got a bit chilly - worked like a charm.,29,38
Gliding in Luxury!The Suite’s Reclining Seat was everything Hoped for.I even used the Seat Warmer when the AC Got a bit Chilly - Worked Like a Charm.,gliding in luxury!the suites reclining seat was everything hoped for.i even used the seat warmer when the ac got a bit chilly - worked like a charm.,SEAT_WARMER,seat warmer,1,positive,0.9988973140716553,gliding in luxury!the suites reclining seat was everything hoped for.i even used the seat warmer when the ac got a bit chilly - worked like a charm.,85,96
"The Suite Class Offers An Exclusive Experience.The seat comes in its own enclosed room with a sliding door.While the seat is luxurious and reclines 180 °, it's a shame couples can share a suite together due to the one-seat-ten-room design.","the suite class offers an exclusive experience.the seat comes in its own enclosed room with a sliding door.while the seat is luxurious and reclines 180 , it's a shame couples can share a suite together due to the one-seat-ten-room design.",RECLINER,reclines,1,positive,0.9979769587516785,"the suite class offers an exclusive experience.the seat comes in its own enclosed room with a sliding door.while the seat is luxurious and reclines 180 , it's a shame couples can share a suite together due to the one-seat-ten-room design.",139,147
"I found the seat to be very ergonomic with multiple adjustments.One downside: to fully recline the seat into a bed, I had to slide it forward first, which was a bit unintuitive.Once flat, it was decent for sleeping but not as good as a real bed.","i found the seat to be very ergonomic with multiple adjustments.one downside: to fully recline the seat into a bed, i had to slide it forward first, which was a bit unintuitive.once flat, it was decent for sleeping but not as good as a real bed.",RECLINER,recline,1,positive,0.9986555576324463,"i found the seat to be very ergonomic with multiple adjustments.one downside: to fully recline the seat into a bed, i had to slide it forward first, which was a bit unintuitive.once flat, it was decent for sleeping but not as good as a real bed.",87,94
"The private suite's seat is on par with a business class airline seat in many ways.It's leather, fully reclining, and even has a massage function.Howver, the tray table is tiny and i struggled to place my laptop on it comfortably.","the private suite's seat is on par with a business class airline seat in many ways.it's leather, fully reclining, and even has a massage function.howver, the tray table is tiny and i struggled to place my laptop on it comfortably.",MATERIAL,leather,1,positive,0.993543267250061,"the private suite's seat is on par with a business class airline seat in many ways.it's leather, fully reclining, and even has a massage function.howver, the tray table is tiny and i struggled to place my laptop on it comfortably.",88,95
"The private suite's seat is on par with a business class airline seat in many ways.It's leather, fully reclining, and even has a massage function.Howver, the tray table is tiny and i struggled to place my laptop on it comfortably.","the private suite's seat is on par with a business class airline seat in many ways.it's leather, fully reclining, and even has a massage function.howver, the tray table is tiny and i struggled to place my laptop on it comfortably.",RECLINER,reclining,1,positive,0.993543267250061,"the private suite's seat is on par with a business class airline seat in many ways.it's leather, fully reclining, and even has a massage function.howver, the tray table is tiny and i struggled to place my laptop on it comfortably.",103,112
"The private suite's seat is on par with a business class airline seat in many ways.It's leather, fully reclining, and even has a massage function.Howver, the tray table is tiny and i struggled to place my laptop on it comfortably.","the private suite's seat is on par with a business class airline seat in many ways.it's leather, fully reclining, and even has a massage function.howver, the tray table is tiny and i struggled to place my laptop on it comfortably.",SEAT_MESSAGE,massage function.howver,1,positive,0.993543267250061,"the private suite's seat is on par with a business class airline seat in many ways.it's leather, fully reclining, and even has a massage function.howver, the tray table is tiny and i struggled to place my laptop on it comfortably.",129,152
"The private suite's seat is on par with a business class airline seat in many ways.It's leather, fully reclining, and even has a massage function.Howver, the tray table is tiny and i struggled to place my laptop on it comfortably.","the private suite's seat is on par with a business class airline seat in many ways.it's leather, fully reclining, and even has a massage function.howver, the tray table is tiny and i struggled to place my laptop on it comfortably.",TRAYTABLE,tray table,1,positive,0.993543267250061,"the private suite's seat is on par with a business class airline seat in many ways.it's leather, fully reclining, and even has a massage function.howver, the tray table is tiny and i struggled to place my laptop on it comfortably.",158,168
"From a Luxury Travel Perspective, the Seat and Service are Excellent.A minor issue I encountered was that the headrest is fixed and not adjustable, which could be increased for shorter or taller people trying to get comfy.","from a luxury travel perspective, the seat and service are excellent.a minor issue i encountered was that the headrest is fixed and not adjustable, which could be increased for shorter or taller people trying to get comfy.",HEADREST,headrest,1,positive,0.9988818764686584,"from a luxury travel perspective, the seat and service are excellent.a minor issue i encountered was that the headrest is fixed and not adjustable, which could be increased for shorter or taller people trying to get comfy.",110,118
"As a train enthusiast, I was impressed by the reclining seat with its many features.The foot space is geneous and I like the built-in usb ports by the seat.The only negative was that the ride in the first row suite was a bit bumpy.","as a train enthusiast, i was impressed by the reclining seat with its many features.the foot space is geneous and i like the built-in usb ports by the seat.the only negative was that the ride in the first row suite was a bit bumpy.",RECLINER,reclining,1,positive,0.9988952875137329,"as a train enthusiast, i was impressed by the reclining seat with its many features.the foot space is geneous and i like the built-in usb ports by the seat.the only negative was that the ride in the first row suite was a bit bumpy.",46,55
"As a train enthusiast, I was impressed by the reclining seat with its many features.The foot space is geneous and I like the built-in usb ports by the seat.The only negative was that the ride in the first row suite was a bit bumpy.","as a train enthusiast, i was impressed by the reclining seat with its many features.the foot space is geneous and i like the built-in usb ports by the seat.the only negative was that the ride in the first row suite was a bit bumpy.",FOOTREST,foot space,1,positive,0.9988952875137329,"as a train enthusiast, i was impressed by the reclining seat with its many features.the foot space is geneous and i like the built-in usb ports by the seat.the only negative was that the ride in the first row suite was a bit bumpy.",88,98
"The Seat Padding is Firm Yet Comfortable.I could work on my laptop (Once I Managed with the Small Table) and then later recline to sleep.It's a unique experience, but the cost is about triple a regular executive seat, so keep that in mind.","the seat padding is firm yet comfortable.i could work on my laptop (once i managed with the small table) and then later recline to sleep.it's a unique experience, but the cost is about triple a regular executive seat, so keep that in mind.",RECLINER,recline,1,positive,0.9988327622413635,"the seat padding is firm yet comfortable.i could work on my laptop (once i managed with the small table) and then later recline to sleep.it's a unique experience, but the cost is about triple a regular executive seat, so keep that in mind.",120,127
"In-Depth Experience: The Suite’s Leather Seat Felt Premium and Had All These Controls for Every Part (Leg Rest, Backrest, etc.).It even rotates to face the window.My only complaint is that I could hear some some track noise when lying down, but closing the door helped.","in-depth experience: the suites leather seat felt premium and had all these controls for every part (leg rest, backrest, and so on).it even rotates to face the window.my only complaint is that i could hear some some track noise when lying down, but closing the door helped.",MATERIAL,leather,1,positive,0.9989070892333984,"in-depth experience: the suites leather seat felt premium and had all these controls for every part (leg rest, backrest, and so on).it even rotates to face the window.my only complaint is that i could hear some some track noise when lying down, but closing the door helped.",32,39
"In-Depth Experience: The Suite’s Leather Seat Felt Premium and Had All These Controls for Every Part (Leg Rest, Backrest, etc.).It even rotates to face the window.My only complaint is that I could hear some some track noise when lying down, but closing the door helped.","in-depth experience: the suites leather seat felt premium and had all these controls for every part (leg rest, backrest, and so on).it even rotates to face the window.my only complaint is that i could hear some some track noise when lying down, but closing the door helped.",BACKREST,backrest,1,positive,0.9989070892333984,"in-depth experience: the suites leather seat felt premium and had all these controls for every part (leg rest, backrest, and so on).it even rotates to face the window.my only complaint is that i could hear some some track noise when lying down, but closing the door helped.",111,119
"Detailed Observations: The Armrest Hides a Folding Tray Table, which is small and had to be stowed to exit the seat.Also, The Seat's Massage Feature Worked Well For Me, But Taller Friends Said It Didn’t Hit the Right Spots for Them.","detailed observations: the armrest hides a folding tray table, which is small and had to be stowed to exit the seat.also, the seat's massage feature worked well for me, but taller friends said it didnt hit the right spots for them.",ARMREST,armrest,1,positive,0.9978600144386292,"detailed observations: the armrest hides a folding tray table, which is small and had to be stowed to exit the seat.also, the seat's massage feature worked well for me, but taller friends said it didnt hit the right spots for them.",27,34
"Detailed Observations: The Armrest Hides a Folding Tray Table, which is small and had to be stowed to exit the seat.Also, The Seat's Massage Feature Worked Well For Me, But Taller Friends Said It Didn’t Hit the Right Spots for Them.","detailed observations: the armrest hides a folding tray table, which is small and had to be stowed to exit the seat.also, the seat's massage feature worked well for me, but taller friends said it didnt hit the right spots for them.",SEAT_MESSAGE,massage feature,1,positive,0.9978600144386292,"detailed observations: the armrest hides a folding tray table, which is small and had to be stowed to exit the seat.also, the seat's massage feature worked well for me, but taller friends said it didnt hit the right spots for them.",133,148
"After the trip, I noted that my suite was near the bogie (wheels), making it noisier.Next time I'm Choose a Middle Carriage Suite.Beyond that, the seat’s comfort was impressive and I enjoy the free re .juve juice as a welcome drink while reclining.","after the trip, i noted that my suite was near the bogie (wheels), making it noisier.next time i'm choose a middle carriage suite.beyond that, the seats comfort was impressive and i enjoy the free re .juve juice as a welcome drink while reclining.",RECLINER,reclining,1,positive,0.9982625842094421,"after the trip, i noted that my suite was near the bogie (wheels), making it noisier.next time i'm choose a middle carriage suite.beyond that, the seats comfort was impressive and i enjoy the free re .juve juice as a welcome drink while reclining.",237,246
"The reclining seat was very comfortable, and I liked the design of the cabin.The Golden Brown Interior Felt Classy.Howver, communicating with my friend in the next suite was hard;We had to open our door and talk louder across the aisle.","the reclining seat was very comfortable, and i liked the design of the cabin.the golden brown interior felt classy.howver, communicating with my friend in the next suite was hard;we had to open our door and talk louder across the aisle.",RECLINER,reclining,1,positive,0.9968731999397278,"the reclining seat was very comfortable, and i liked the design of the cabin.the golden brown interior felt classy.howver, communicating with my friend in the next suite was hard;we had to open our door and talk louder across the aisle.",4,13
"Summing Up My Review: Seat Comfort 9/10, Privacy 10/10, Amenities 9/10.I DEDUCTED POINTS BECAUSE THE SEAT, WHILE GREAT FOR SITTING, Could Use A Bit More Cushion for Sleeping Positions and the Overall Cost Is Steep.","summing up my review: seat comfort 9/10, privacy 10/10, amenities 9/10.i deducted points because the seat, while great for sitting, could use a bit more cushion for sleeping positions and the overall cost is steep.",CUSHION,9/10.i,2,positive,0.9985257983207703,"summing up my review: seat comfort 9/10, privacy 10/10, amenities 9/10.i deducted points because the seat, while great for sitting, could use a bit more cushion for sleeping positions and the overall cost is steep.",66,72
"Summing Up My Review: Seat Comfort 9/10, Privacy 10/10, Amenities 9/10.I DEDUCTED POINTS BECAUSE THE SEAT, WHILE GREAT FOR SITTING, Could Use A Bit More Cushion for Sleeping Positions and the Overall Cost Is Steep.","summing up my review: seat comfort 9/10, privacy 10/10, amenities 9/10.i deducted points because the seat, while great for sitting, could use a bit more cushion for sleeping positions and the overall cost is steep.",CUSHION,cushion,2,positive,0.9985257983207703,"summing up my review: seat comfort 9/10, privacy 10/10, amenities 9/10.i deducted points because the seat, while great for sitting, could use a bit more cushion for sleeping positions and the overall cost is steep.",153,160
"It's a cool experience to have a private seat with so many features, yeah for a routine trip I Might Stick to a normal seat.","it's a cool experience to have a private seat with so many features, yeah for a routine trip i might stick to a normal seat.",RECLINER,routine,1,positive,0.9984958171844482,"it's a cool experience to have a private seat with so many features, yeah for a routine trip i might stick to a normal seat.",80,87
"The seat has so many features (Massage, Heat, etc.) that it feels very high-tech and premium.","the seat has so many features (massage, heat, and so on) that it feels very high-tech and premium.",SEAT_MESSAGE,"massage,",1,positive,0.9986543655395508,"the seat has so many features (massage, heat, and so on) that it feels very high-tech and premium.",31,39
The Seat's Massage and Heating Function Made It Feel Like a Spa Chair On Rails.,the seat's massage and heating function made it feel like a spa chair on rails.,SEAT_MESSAGE,massage,1,positive,0.9840033650398254,the seat's massage and heating function made it feel like a spa chair on rails.,11,18
The Seat's Massage and Heating Function Made It Feel Like a Spa Chair On Rails.,the seat's massage and heating function made it feel like a spa chair on rails.,SEAT_WARMER,heating,1,positive,0.9840033650398254,the seat's massage and heating function made it feel like a spa chair on rails.,23,30
"My seat could recline fully flat into a bed, which was perfect for an overnight trip.","my seat could recline fully flat into a bed, which was perfect for an overnight trip.",RECLINER,recline,1,positive,0.9986786246299744,"my seat could recline fully flat into a bed, which was perfect for an overnight trip.",14,21
I LOVED THAT THE SEAT RECLINES 180 ° - I Actually Lay Flat and Slept ComfortBly.,i loved that the seat reclines 180 - i actually lay flat and slept comfortbly.,RECLINER,reclines,1,positive,0.9988620281219482,i loved that the seat reclines 180 - i actually lay flat and slept comfortbly.,22,30
"A massage feature in the seat?Yes, it has one and it really helped me unwind during the trip.","a massage feature in the seat?yes, it has one and it really helped me unwind during the trip.",SEAT_MESSAGE,massage feature,1,positive,0.9988874793052673,"a massage feature in the seat?yes, it has one and it really helped me unwind during the trip.",2,17
