review_id,review_text,text_length,entities,entity_count,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_compound,sentiment_category,dominant_kansei,kansei_luxury,kansei_comfort,kansei_safety,kansei_innovation,kansei_disappointment,kansei_discomfort
17,Watched a review and had to try it myself – the seat is excellent with great legroom. The only con: the fold-out table is quite small for big meals or a laptop.,160,FOOTREST:legroom,1,0.0625,0.0,0.9375,0.0625,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
18,"As someone who’s 6 feet tall, I found the suite seat surprisingly accommodating. It reclined fully and I could stretch out, though turning over was a bit tight.",160,RECLINER:reclined,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
19,Loved the experience! The seat even had seat warming and a massage function. Fell asleep with the gentle vibration of the massage – so relaxing.,144,SEAT_WARMER:seat warming|SEAT_MESSAGE:massage function,2,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
20,Living the sultan life on a train! The suite compartment is pure luxury. The seat’s cushion is so soft and there’s even a footrest and blanket provided.,152,CUSHION:cushion|FOOTREST:footrest,2,0.037037037037037035,0.0,0.962962962962963,0.037037037037037035,Neutral,Comfort,0.0,0.04814814814814815,0.0,0.0,-0.0,-0.0
21,"So much comfort in one seat! I enjoyed every moment in the suite. The only minor issue: the tray table is small, but I managed fine with it.",140,TRAYTABLE:tray table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
22,"The private suite’s seat is on par with a business class airline seat in many ways. It’s leather, fully reclining, and even has a massage function. However, the tray table is tiny and I struggled to place my laptop on it comfortably.",233,MATERIAL:leather|RECLINER:reclining|TRAYTABLE:tray table,3,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
23,"From a luxury travel perspective, the seat and service are excellent. A minor issue I encountered was that the headrest is fixed and not adjustable, which could be inconvenient for shorter or taller people trying to get comfy.",226,HEADREST:headrest,1,0.0,0.02631578947368421,0.9736842105263158,-0.02631578947368421,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
24,"In-depth experience: The suite’s leather seat felt premium and had all these controls for every part (leg rest, backrest, etc.). It even rotates to face the window. My only complaint is that I could hear some track noise when lying down, but closing the door helped.",266,MATERIAL:leather|BACKREST:backrest,2,0.021739130434782608,0.0,0.9782608695652174,0.021739130434782608,Neutral,Luxury,0.03260869565217391,0.0,0.0,0.0,-0.0,-0.0
25,"Detailed observations: The armrest hides a folding tray table, which is small and had to be stowed to exit the seat. Also, the seat’s massage feature worked well for me, but taller friends said it didn’t hit the right spots for them.",233,ARMREST:armrest|SEAT_MESSAGE:seat’s massage,2,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
26,"Summing up my review: seat comfort 9/10, privacy 10/10, amenities 9/10. I deducted points because the seat, while great for sitting, could use a bit more cushion for sleeping positions and the overall cost is steep.",215,CUSHION:cushion,1,0.027777777777777776,0.0,0.9722222222222222,0.027777777777777776,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
27,"The seat cushioning is plush and supportive, I was comfy the whole ride.",72,CUSHION:cushioning,1,0.0,0.0,1.0,0.0,Neutral,Comfort,0.0,0.1,0.0,0.0,-0.0,-0.0
28,Dining at my seat was easy with the large fold-out tray table – it was like having a personal dining car.,105,TRAYTABLE:tray table,1,0.047619047619047616,0.0,0.9523809523809523,0.047619047619047616,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
29,"The seat comes with a tray table and personal lamp, all within easy reach and well-designed.",92,TRAYTABLE:tray table,1,0.0625,0.0,0.9375,0.0625,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
30,The seat has an adjustable footrest and headrest; I could position everything exactly how I liked.,98,FOOTREST:footrest|HEADREST:headrest,2,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
31,"“The suite class seat can recline up to 180 degrees and also revolve to align with the train’s direction. The headrest, leg rest, and backrest angles are adjustable. It has a fold-out tray table and includes seat heating and a massage function.”",245,RECLINER:recline|HEADREST:headrest|FOOTREST:leg rest|BACKREST:backrest,4,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
32,"“The suite has one recliner seat and very spacious legroom. The seat automatically rotates to face the direction of travel. The left armrest slides back, revealing a fold-out table behind it.”",192,RECLINER:recliner|FOOTREST:legroom|ARMREST:armrest,3,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
33,"“The seat isn’t upright; it’s long enough to support your head and the distance to the front seat means your knees don’t touch it. The tilt can be adjusted (though the button is a bit stiff). The suite has a high-tech seat that reclines 180° like a bed, with a table, a cup holder, and even a back massage feature.”",315,RECLINER:reclines|SEAT_MESSAGE:massage feature,2,0.0,0.0,1.0,0.0,Neutral,Innovation,0.0,0.0,0.0,0.018333333333333333,-0.0,-0.0
34,"“The seat can recline up to 180 degrees to serve as a bed and also revolves so passengers can face the direction of travel. The angles of the headrest, leg rest, and backrest are all adjustable, and the seat heating level can be controlled. The seat has a massage feature with various techniques. Each seat also has a fold-out tray table for dining or working.”",361,RECLINER:recline|HEADREST:headrest|FOOTREST:leg rest|BACKREST:backrest|SEAT_WARMER:seat heating|SEAT_MESSAGE:massage feature,6,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
35,"“The suite class seat can recline up to 180 degrees and also revolve to align with the train’s direction. The headrest, leg rest, and backrest angles are adjustable. It has a fold-out tray table and includes seat heating and a massage function.”",245,HEADREST:headrest|FOOTREST:leg rest|BACKREST:backrest|SEAT_WARMER:seat heating|SEAT_MESSAGE:massage function,5,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
36,"“The suite has one recliner seat and very spacious legroom. The seat automatically rotates to face the direction of travel. The left armrest slides back, revealing a fold-out table behind it.”",192,RECLINER:recliner|FOOTREST:legroom|ARMREST:armrest,3,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
37,"“The seat can recline up to 180 degrees to serve as a bed and also revolves so passengers can face the direction of travel. The angles of the headrest, leg rest, and backrest are all adjustable, and the seat heating level can be controlled. The seat has a massage feature with various techniques. Each seat also has a fold-out tray table for dining or working.”",361,RECLINER:recline|HEADREST:headrest|FOOTREST:leg rest|BACKREST:backrest|SEAT_WARMER:seat heating|SEAT_MESSAGE:massage feature,6,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
38,"Head-rest, leg-rest and back-rest angles are individually adjustable, and a fold-out tray lets the seat double as a work desk. (IDN Times)",138,HEADREST:Head-rest|FOOTREST:leg-rest|BACKREST:back-rest,3,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
39,"After two hours, the lumbar support felt slightly stiff; a small cushion fixed it.",82,LUMBAR_SUPPORT:lumbar support|CUSHION:cushion,2,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
40,Fans of soft mattresses might find the seat cushion a touch hard; I prefer it that way.,87,CUSHION:cushion,1,0.058823529411764705,0.0,0.9411764705882353,0.058823529411764705,Neutral,Comfort,0.0,0.07647058823529412,0.0,0.0,-0.0,-0.0
41,"My seat’s head-rest doesn’t adjust, so a taller friend had to slouch slightly.",78,HEADREST:head-rest,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
42,At full recline the seat cushion aligns flush with the foot-rest—no uncomfortable gaps.,87,RECLINER:recline|CUSHION:cushion|FOOTREST:foot-rest,3,0.0,0.07692307692307693,0.9230769230769231,-0.07692307692307693,Neutral,Discomfort,0.0,0.0,0.0,0.0,-0.0,-0.1
43,"Bouncy track section woke me; seat cushion damped most, but head-rest rattled slightly.",87,CUSHION:cushion|HEADREST:head-rest,2,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
44,Head-rest angles are fixed; bringing a travel pillow helps side-sleepers.,73,HEADREST:Head-rest,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
45,"Legroom is immense; even with seat forward in bed mode, toes don’t touch the bulkhead.",86,FOOTREST:Legroom,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
46,The split cushion design reduces pressure on tailbone on long sits.,67,CUSHION:cushion,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
47,Seat fabric at the arm-rest edge feels stiff—glad the main cushion is leather.,78,MATERIAL:fabric|CUSHION:cushion|MATERIAL:leather,3,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
48,After the ride my back felt fresh—credit goes to the seat’s lumbar profile and massage.,87,LUMBAR_SUPPORT:lumbar profile|SEAT_MESSAGE:massage,2,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
49,"Each suite is a private haven, enclosed by sliding doors... The star of the suite is undoubtedly the smart recliner chair... fully reclinable to a flat bed... built-in ventilation, warming, and even massage functions... a personal tablet loaded with movies, music, and a live feed of the train’s route... Audio Technica noise-cancelling headphones are provided... a multi-course meal served directly to your suite... The shared bathroom at the end of the carriage felt like it belonged in a high-end hotel, clad in marble and featuring a Japanese-style bidet with seat warming functions... While the KAI Suite Class Compartment doesn’t come cheap... the level of comfort, privacy, and service provided makes it a compelling option for those looking for a premium travel experience on rails.",790,RECLINER:recliner|RECLINER:reclinable|SEAT_WARMER:warming|SEAT_MESSAGE:massage functions,4,0.008064516129032258,0.0,0.9919354838709677,0.008064516129032258,Neutral,Luxury,0.024193548387096774,0.0,0.0,0.008870967741935484,-0.0,-0.0
50,"The seats are narrow due to the fixed armrests, and the material is too firm. For the price, I expected better comfort.",119,ARMREST:armrests|MATERIAL:material,2,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
51,"The seat in the Suite Class is okay for sitting and relaxing, but when I tried to sleep, it wasn't very comfortable. It's a bit hard, and the fixed armrests limit the space.",173,ARMREST:armrests,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
52,"I didn't like the seats much. They are too firm, and the headrest isn't adjustable. For such an expensive ticket, I expected more comfort.",138,HEADREST:headrest,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
53,"The seats are decent. They recline fully, which is good, but they could be more cushioned. The privacy makes up for it, though.",127,RECLINER:recline|CUSHION:cushioned,2,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
54,"The seats are not bad, but I've had better. The fixed armrests are a bit annoying, and the seat is a little hard. Still, the overall experience was positive.",157,ARMREST:armrests,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
55,"I was disappointed with the seat comfort. They’re hard and narrow, with fixed armrests that make sleeping difficult. Even with full reclining, I couldn’t rest well. The privacy is nice, but the seats need improvement.",217,ARMREST:armrests|RECLINER:reclining,2,0.0,0.05714285714285714,0.9428571428571428,-0.05714285714285714,Neutral,Discomfort,0.0,0.0,0.0,0.0,-0.0,-0.037142857142857144
56,"Absolutely loved the Suite Class seats! They’re spacious, with adjustable headrests and footrests. The massage feature was a game-changer for relaxation. I felt pampered throughout the trip.",190,HEADREST:headrests|FOOTREST:footrests|SEAT_MESSAGE:massage feature,3,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
57,"The Suite Class seats are comfortable for sitting but not ideal for sleeping. They’re a bit hard, and the fixed armrests are inconvenient. Still, the privacy and service were excellent.",185,ARMREST:armrests,1,0.03333333333333333,0.0,0.9666666666666667,0.03333333333333333,Neutral,Comfort,0.0,0.043333333333333335,0.0,0.0,-0.0,-0.0
58,"I enjoyed the Suite Class Compartment. The seats are plush and recline fully, perfect for resting. The massage function was a nice touch, though the headrest could be more adjustable.",183,RECLINER:recline|SEAT_MESSAGE:massage function|HEADREST:headrest,3,0.06666666666666667,0.0,0.9333333333333333,0.06666666666666667,Neutral,Comfort,0.0,0.043333333333333335,0.0,0.0,-0.0,-0.0
59,"The seats were a letdown. They’re too firm, and the fixed armrests make them feel cramped. Reclining didn’t help much for sleeping. The private compartment was the only highlight.",179,ARMREST:armrests|RECLINER:Reclining,2,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
60,"I expected more from the Suite Class seats. They’re hard and not great for sleeping, despite reclining fully. The fixed armrests and lack of headrest adjustment were frustrating.",178,RECLINER:reclining|ARMREST:armrests|HEADREST:headrest,3,0.03571428571428571,0.03571428571428571,0.9285714285714286,0.0,Neutral,Discomfort,0.0,0.0,0.0,0.0,-0.0,-0.04642857142857143
61,"The seats were disappointing for the price. They’re hard and narrow, with fixed armrests that limit movement. Sleeping was uncomfortable, despite the reclining feature.",168,ARMREST:armrests|RECLINER:reclining,2,0.0,0.08333333333333333,0.9166666666666666,-0.08333333333333333,Neutral,Disappointment,0.0,0.0,0.0,0.0,-0.0625,-0.05416666666666667
62,"The Suite Class seats are luxurious, with soft cushions and full reclining. The massage function helped me relax, and the private compartment made the journey special.",167,CUSHION:cushions|RECLINER:reclining|SEAT_MESSAGE:massage,3,0.038461538461538464,0.0,0.9615384615384616,0.038461538461538464,Neutral,Comfort,0.0,0.05,0.0,0.0,-0.0,-0.0
63,"I had mixed feelings about the Suite Class seats. They’re okay for sitting but too firm for sleeping. The fixed armrests were annoying, but the privacy was a plus.",163,ARMREST:armrests,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
64,"The seats didn’t meet my expectations. They’re hard, and the fixed armrests make them feel cramped. Reclining didn’t help much for sleeping. The price doesn’t justify the comfort.",179,ARMREST:armrests|RECLINER:Reclining,2,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
65,"The seats were a bit hard, making sleeping difficult. The reclining feature is nice, but the fixed armrests and lack of cushioning were drawbacks. The privacy was great, though.",177,RECLINER:reclining|ARMREST:armrests|CUSHION:cushioning,3,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
66,"I was let down by the seat comfort. They’re firm and narrow, with fixed armrests that make sleeping awkward. The private room is nice, but the seats need improvement.",166,ARMREST:armrests,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
67,"The seats were not as comfortable as expected. They’re hard, and the fixed armrests limit movement. Sleeping was tough, despite the reclining feature. Not worth the cost.",170,ARMREST:armrests|RECLINER:reclining,2,0.07407407407407407,0.0,0.9259259259259259,0.07407407407407407,Neutral,Comfort,0.0,0.04814814814814815,0.0,0.0,-0.0,-0.0
68,"The Suite Class seats are luxurious, with soft cushions and full reclining. The massage function was a nice touch, and the private compartment made it feel exclusive.",166,CUSHION:cushions|RECLINER:reclining|SEAT_MESSAGE:massage,3,0.07407407407407407,0.0,0.9259259259259259,0.07407407407407407,Neutral,Comfort,0.0,0.04814814814814815,0.0,0.0,-0.0,-0.0
69,"The seats were okay but not great. They recline fully, but they’re firm, and the fixed armrests are inconvenient. The privacy and service were the highlights.",158,RECLINER:recline|ARMREST:armrests,2,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
70,"The seats were disappointing. They’re hard and narrow, making sleeping uncomfortable. The reclining feature didn’t help much, and the fixed armrests were a hassle.",163,RECLINER:reclining|ARMREST:armrests,2,0.0,0.041666666666666664,0.9583333333333334,-0.041666666666666664,Neutral,Discomfort,0.0,0.0,0.0,0.0,-0.0,-0.05416666666666667
71,"The seats were a bit firm, making sleeping difficult. The reclining feature is good, but the fixed armrests and lack of cushioning were drawbacks. Privacy was great.",165,RECLINER:reclining|ARMREST:armrests|CUSHION:cushioning,3,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
72,I was disappointed with the seat comfort. They’re hard and not supportive for sleeping. The fixed armrests and lack of headrest adjustment were frustrating.,156,ARMREST:armrests|HEADREST:headrest,2,0.0,0.08333333333333333,0.9166666666666666,-0.08333333333333333,Neutral,Comfort,0.0,0.05416666666666667,0.0,0.0,-0.0,-0.05416666666666667
73,"The seats were not as comfortable as I hoped. They’re firm, and the fixed armrests make them feel cramped. Sleeping was tough, despite the reclining feature.",157,ARMREST:armrests|RECLINER:reclining,2,0.038461538461538464,0.0,0.9615384615384616,0.038461538461538464,Neutral,Comfort,0.0,0.05,0.0,0.0,-0.0,-0.0
74,"The seats were a letdown for the price. They’re hard and narrow, with fixed armrests that limit movement. Sleeping was uncomfortable, despite reclining fully.",158,ARMREST:armrests|RECLINER:reclining,2,0.0,0.041666666666666664,0.9583333333333334,-0.041666666666666664,Neutral,Disappointment,0.0,0.0,0.0,0.0,-0.0625,-0.05416666666666667
75,"The seats were not great for sleeping. They’re firm, and the fixed armrests make them feel cramped. The reclining feature is nice, but it didn’t help much.",155,RECLINER:reclining|ARMREST:armrests,2,0.037037037037037035,0.0,0.962962962962963,0.037037037037037035,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
76,"The Suite Class seats are luxurious, with soft cushions and full reclining. The massage function was a highlight, and the private compartment added to the experience.",166,CUSHION:cushions|RECLINER:reclining,2,0.038461538461538464,0.0,0.9615384615384616,0.038461538461538464,Neutral,Comfort,0.0,0.05,0.0,0.0,-0.0,-0.0
77,"The seats were disappointing. They’re hard and not very supportive, making sleeping difficult. The fixed armrests and lack of cushioning were major drawbacks.",158,ARMREST:armrests|CUSHION:cushioning,2,0.0,0.043478260869565216,0.9565217391304348,-0.043478260869565216,Neutral,Discomfort,0.0,0.0,0.0,0.0,-0.0,-0.05652173913043478
78,"I was let down by the seat comfort. They’re firm and narrow, with fixed armrests that make sleeping awkward. The private room is nice, but the seats need work.",159,ARMREST:armrests,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
79,"The seats were not as comfortable as expected. They’re hard, and the fixed armrests limit movement. Sleeping was tough, despite the reclining feature.",150,ARMREST:armrests|RECLINER:reclining,2,0.043478260869565216,0.0,0.9565217391304348,0.043478260869565216,Neutral,Comfort,0.0,0.05652173913043478,0.0,0.0,-0.0,-0.0
80,"The seats were okay but not exceptional. They recline fully, but they’re firm, and the fixed armrests are inconvenient. The privacy and service were great, though.",163,RECLINER:recline|ARMREST:armrests,2,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
81,The seats were disappointing for the price. They’re hard and not supportive for sleeping. The fixed armrests and lack of headrest adjustment were frustrating.,158,ARMREST:armrests|HEADREST:headrest,2,0.0,0.08333333333333333,0.9166666666666666,-0.08333333333333333,Neutral,Disappointment,0.0,0.05416666666666667,0.0,0.0,-0.0625,-0.05416666666666667
82,"The Suite Class seats are luxurious, with soft cushions and adjustable features. I slept well, and the private compartment added to the premium experience.",155,CUSHION:cushions,1,0.08333333333333333,0.0,0.9166666666666666,0.08333333333333333,Neutral,Luxury,0.0625,0.05416666666666667,0.0,0.0,-0.0,-0.0
83,"The seats were a bit firm, making sleeping difficult. The reclining feature is good, but the fixed armrests and lack of cushioning were drawbacks. Privacy was nice.",164,RECLINER:reclining|ARMREST:armrests|CUSHION:cushioning,3,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
84,"The seats were not great for sleeping. They’re firm, and the fixed armrests make them feel cramped. The reclining feature is nice, but it didn’t help much.",155,ARMREST:armrests|RECLINER:reclining,2,0.037037037037037035,0.0,0.962962962962963,0.037037037037037035,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
85,"The seats were a letdown. They’re hard and not very supportive, making sleeping difficult. The fixed armrests and lack of cushioning were major drawbacks.",154,ARMREST:armrests|CUSHION:cushioning,2,0.0,0.041666666666666664,0.9583333333333334,-0.041666666666666664,Neutral,Discomfort,0.0,0.0,0.0,0.0,-0.0,-0.05416666666666667
86,"The seats were disappointing. They’re firm and narrow, with fixed armrests that limit movement. Sleeping was tough, despite the reclining feature.",146,ARMREST:armrests|RECLINER:reclining,2,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
87,"The Suite Class seats are luxurious, with soft cushions and full reclining. The massage function helped me relax, and the private compartment was a treat.",154,CUSHION:cushions|RECLINER:reclining,2,0.04,0.0,0.96,0.04,Neutral,Comfort,0.0,0.052000000000000005,0.0,0.0,-0.0,-0.0
88,"The seats were not as comfortable as I hoped. They’re hard, and the fixed armrests make them feel cramped. Sleeping was difficult, despite the reclining feature.",161,ARMREST:armrests|RECLINER:reclining,2,0.038461538461538464,0.0,0.9615384615384616,0.038461538461538464,Neutral,Comfort,0.0,0.05,0.0,0.0,-0.0,-0.0
89,"The seats were okay but not exceptional. They recline fully, but they’re firm, and the fixed armrests are inconvenient. The privacy and service were great, though.",163,RECLINER:recline|ARMREST:armrests,2,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
90,The seats were disappointing for the price. They’re hard and not supportive for sleeping. The fixed armrests and lack of headrest adjustment were frustrating.,158,ARMREST:armrests|HEADREST:headrest,2,0.0,0.08333333333333333,0.9166666666666666,-0.08333333333333333,Neutral,Disappointment,0.0,0.05416666666666667,0.0,0.0,-0.0625,-0.05416666666666667
91,"The seats were not great for sleeping. They’re firm, and the fixed armrests make them feel cramped. The reclining feature is nice, but it didn’t help much.",155,ARMREST:armrests|RECLINER:reclining,2,0.037037037037037035,0.0,0.962962962962963,0.037037037037037035,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
92,"The seats were a letdown. They’re hard and not very supportive, making sleeping difficult. The fixed armrests and lack of cushioning were major drawbacks.",154,ARMREST:armrests|CUSHION:cushioning,2,0.0,0.041666666666666664,0.9583333333333334,-0.041666666666666664,Neutral,Discomfort,0.0,0.0,0.0,0.0,-0.0,-0.05416666666666667
93,"The seats were disappointing. They’re firm and narrow, with fixed armrests that limit movement. Sleeping was tough, despite the reclining feature.",146,ARMREST:armrests|RECLINER:reclining,2,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
